title,company,location,description,salary_min,salary_max,contract_type,created,redirect_url,category,specialty
E-commerce Manager,Omnicom Media Group UK,UK,"About the Role: We're looking for an eCommerce Manager to join the eCommerce Strategy team at Omnicom Media Group. The role is truly unique, working with the eCommerce centralized team, which is responsible for developing the commercial and full stack eCommerce offering for various clients with global footprint. Essentially the focus will be around providing eCommerce retail & media excellence to our client's brands on partner direct selling, retailer websites, and enhance their search ability …",33599.68,33599.68,,2025-04-07T16:19:50Z,https://www.adzuna.co.uk/jobs/details/5133603524?utm_medium=api&utm_source=e1ad5111,"PR, Advertising & Marketing Jobs",e-commerce
E-Commerce Executive,Pulse IT Recruitment Ltd,"Uckfield, East Sussex","E-Commerce Executive A fantastic opportunity has arisen for a talented, self-motivated individual to grow with a small but rapidly developing e-commerce brand, which has seen phenomenal growth year on year. The position of E-Commerce Executive is a key role within the company and provides the potential to develop an extremely rewarding career for a driven individual who is committed to both achieving and maintaining results. We are currently looking for a talented E-Commerce Executive to assist…",21000,32000,permanent,2025-03-31T13:26:37Z,https://www.adzuna.co.uk/jobs/details/5119806548?utm_medium=api&utm_source=e1ad5111,"PR, Advertising & Marketing Jobs",e-commerce
E-Commerce Manager,Smile Digital Talent Ltd,"Wolverhampton, West Midlands","E-Commerce Manager Wolverhampton - £30,000 - £35,000 Smile Digital are pleased to be working with a growing e-commerce agency, looking to bring in an experienced E-Commerce Manager. As an E-Commerce Manager, it will be your responsibility to increase online presence and drive sales for both the company and their clients. You will use your ability to lead on projects and your skillset with platforms such as Magento, to play a key role in the companies growth. You will be joining a specialist age…",35000,35000,permanent,2025-04-02T13:45:39Z,https://www.adzuna.co.uk/jobs/details/5124103692?utm_medium=api&utm_source=e1ad5111,"PR, Advertising & Marketing Jobs",e-commerce
E-Commerce Manager,Smile Digital,"Penn Fields, Wolverhampton","E-Commerce Manager – Wolverhampton - £30,000 - £35,000 Smile Digital are pleased to be working with a growing e-commerce agency, looking to bring in an experienced E-Commerce Manager. As an E-Commerce Manager, it will be your responsibility to increase online presence and drive sales for both the company and their clients. You will use your ability to lead on projects and your skillset with platforms such as Magento, to play a key role in the companies growth. You will be joining a specialist a…",30000,35000,,2025-03-25T19:47:13Z,https://www.adzuna.co.uk/jobs/details/5111216483?utm_medium=api&utm_source=e1ad5111,"PR, Advertising & Marketing Jobs",e-commerce
E-Commerce Manager,Michael Page Digital,"Birmingham, West Midlands","We are seeking an adept E-Commerce Manager who will be instrumental in driving the online sales and enhancing the customer experience for our industrial/manufacturing client. Client Details Our client is a prestigious player in the industrial and manufacturing sector. As a large organisation, they have a well-established presence in the industry and a reputation for their commitment to innovation and quality. They are situated in the end of Central Birmingham with strong transport links. Please…",50000,55000,permanent,2025-04-16T19:25:29Z,https://www.adzuna.co.uk/jobs/details/5147909087?utm_medium=api&utm_source=e1ad5111,IT Jobs,e-commerce
E-Commerce Manager,International retailer,UK,"We are seeking an experienced and dynamic E-Commerce Manager to join a thriving international fashion business in the Middle East. In this role, you will be responsible for driving the growth of the brand’s online presence, increasing sales through their e-commerce platform, and delivering a seamless digital shopping experience that truly reflects our brand identity. Key Responsibilities: Oversee and manage the brand's website to ensure a smooth and engaging user experience Drive sales growth b…",0,240000,,2025-03-27T18:43:01Z,https://www.adzuna.co.uk/jobs/details/5114054528?utm_medium=api&utm_source=e1ad5111,"PR, Advertising & Marketing Jobs",e-commerce
E-Commerce Manager,Character Options,"Lees, Oldham","E-Commerce Manager | Oldham, OL4 5JS | Full Time - Monday to Friday with Flexi-Time Core Hours | Competitive salary depending on experience Character Options Limited is part of The Character Group plc, an AIM-listed toy company. We design, develop, and distribute a wide range of licensed and non-licensed products, including Heroes of Goo Jit Zu, Teletubbies, Doctor Who, Ben & Holly, and more. With offices in the UK, Denmark, the US, and Asia, we are investing in a direct-to-consumer (DTC) e-com…",46453.38,46453.38,permanent,2025-03-12T14:37:07Z,https://www.adzuna.co.uk/jobs/details/5088882509?utm_medium=api&utm_source=e1ad5111,"PR, Advertising & Marketing Jobs",e-commerce
E-Commerce Manager,Character Options,"Oldham, Greater Manchester","E-Commerce Manager | Oldham, OL4 5JS | Full Time - Monday to Friday with Flexi-Time Core Hours | Competitive salary depending on experience Character Options Limited is part of The Character Group plc, an AIM-listed toy company. We design, develop, and distribute a wide range of licensed and non-licensed products, including Heroes of Goo Jit Zu, Teletubbies, Doctor Who, Ben & Holly, and more. With offices in the UK, Denmark, the US, and Asia, we are investing in a direct-to-consumer (DTC) e-com…",41734.36,41734.36,,2025-03-12T01:48:30Z,https://www.adzuna.co.uk/jobs/details/5088000557?utm_medium=api&utm_source=e1ad5111,"PR, Advertising & Marketing Jobs",e-commerce
Head of E-Commerce,Chelsea FC,"London, UK","Job Title: Head of E-Commerce Location : Stamford Bridge, London Department : Commercial Job Overview Chelsea Football Club is seeking an experienced and results-driven Head of E-Commerce to lead the club’s global digital retail strategy. This role will oversee all aspects of the club’s e-commerce operations, ensuring best-in-class customer experience, commercial growth, and operational excellence. The ideal candidate will have a strong background in digital commerce, online merchandising, perf…",71963.01,71963.01,,2025-03-14T17:31:35Z,https://www.adzuna.co.uk/jobs/details/5093683165?utm_medium=api&utm_source=e1ad5111,Retail Jobs,e-commerce
E-commerce Specialist,Morgan Spencer,"London, UK","Are you passionate about e-commerce and ready for the next step in your career? We are looking for a technical and driven E-commerce Specialist to join our team. In this role, you will assist in managing and optimizing our owned e-commerce channels, ensuring seamless and engaging customer experience. You will support our e-commerce strategy, help boost online sales, and manage day-to-day operations. Key Responsibilities: Platform Management: Assist in managing our e-commerce platforms, includin…",35000,40000,permanent,2025-04-01T21:18:23Z,https://www.adzuna.co.uk/jobs/details/5122859211?utm_medium=api&utm_source=e1ad5111,IT Jobs,e-commerce
E-Commerce Manager,Willis Global Ltd,"Denner Hill, Great Missenden","Our client, a leading world-class aerospace material supplier, specializing in a comprehensive range of chemicals, paints, adhesives, sealants, composites, and consumables tailored for the aviation Maintenance, Repair, and Overhaul (MRO) sector, are looking to recruit an E-Commerce Manager, to be based at their offices in Hemel Hempstead, Hertfordshire. On Offer:  An exciting opportunity to join a rapidly expanding organisation that is a highly regarded materials supplier to the Aerospace secto…",55497.61,55497.61,,2025-04-14T16:20:54Z,https://www.adzuna.co.uk/jobs/details/5144215012?utm_medium=api&utm_source=e1ad5111,"PR, Advertising & Marketing Jobs",e-commerce
E-Commerce Specialist,Brampton Recruitment Ltd,"Checkley, Nantwich","Our client is a market-leading company in a niche sector who have been established for over 60 years. They specialise in the supply, manufacture, design, installation, and service of engineering equipment. An opportunity has arisen for an E-commerce Specialist to support a small marketing team to maintain the Magento 2 websites and support other aspects of their marketing, including sending email marketing and content creation. You must have a driving licence to apply for this role due to the l…",24000,26000,,2025-03-31T16:59:55Z,https://www.adzuna.co.uk/jobs/details/5119924585?utm_medium=api&utm_source=e1ad5111,"PR, Advertising & Marketing Jobs",e-commerce
E-Commerce Specialist,Access Garage Doors Ltd,"Lowfield Heath, Crawley","E-Commerce Specialist Based in Crawley, West Sussex Competitive salary depending on experience Office-based role Wholesale distributors of garage doors, spares , automation and accessories. We supply garage doors to specialist garage door installers, major property developers, and builders merchants. Delivering across the South East and London and provide a full fitting service in selected areas. Part of the Access Garage Doors Group, established for over 40 years, we are based in the easily ac…",35765.1,35765.1,,2025-04-17T14:14:26Z,https://www.adzuna.co.uk/jobs/details/5149684848?utm_medium=api&utm_source=e1ad5111,Sales Jobs,e-commerce
E-Commerce Accountant,Hays A&F,"Bridgend County, Wales","Your new company A world leading manufacturer of an iconic product - a thriving growing business based in Bridgend. A very exciting time to join Your new role A challenging and varied accounting role specific to their e-commerce activities - mainly across Amazon and Shopify. Manage e-commerce financials Reconcile transactions and payment gateways Manage cash flow and working capital Collaborate with operational teams What you'll need to succeed Part Qualified(ACA, ACCA, CIMA) or strong QBE or Q…",40000,50000,permanent,2025-04-01T12:19:22Z,https://www.adzuna.co.uk/jobs/details/5121266596?utm_medium=api&utm_source=e1ad5111,Accounting & Finance Jobs,e-commerce
E-Commerce Specialist,YourRecruit,"Crawley, West Sussex","Our client, a well-established business with over 40 years of experience, is a market leader in distribution and installations. Supplying their products to specialist installers, property developers, and builders' merchants across the South East and London, they also provide a full fitting service in selected areas. They are now looking for an E-Commerce Specialist to drive their online sales and optimise their digital presence. Job Title: E-Commerce Specialist Location: Crawley, West Sussex Sa…",30000,35000,permanent,2025-03-26T15:56:39Z,https://www.adzuna.co.uk/jobs/details/5112242607?utm_medium=api&utm_source=e1ad5111,Sales Jobs,e-commerce
E-Commerce Specialist,YourRecruit,"Pound Hill, Crawley","Our client, a well-established business with over 40 years of experience, is a market leader in distribution and installations. Supplying their products to specialist installers, property developers, and builders' merchants across the South East and London, they also provide a full fitting service in selected areas. They are now looking for an E-Commerce Specialist to drive their online sales and optimise their digital presence. Job Title: E-Commerce Specialist Location: Crawley, West Sussex Sa…",30000,35000,,2025-03-26T19:51:20Z,https://www.adzuna.co.uk/jobs/details/5112692482?utm_medium=api&utm_source=e1ad5111,Sales Jobs,e-commerce
E-Commerce Specialist,Access Garage Doors LTD,"Crawley, West Sussex","Based in Crawley, West Sussex Competitive Salary Depending On Experience Office-based role Wholesale distributors of garage doors, spares, automation and accessories. We supply garage doors to specialist garage door installers, major property developers, and builders merchants. Delivering across the South East and London and provide a full fitting service in selected areas. Part of the Access Garage Doors Group, established for over 40 years, we are based in the easily accessible Manor Royal Bu…",37119.56,37119.56,,2025-04-18T00:43:42Z,https://www.adzuna.co.uk/jobs/details/5150713927?utm_medium=api&utm_source=e1ad5111,Sales Jobs,e-commerce
E-Commerce Manager,Searchability,"London, UK","ECOMMERCE MANAGER My client is seeking an E-commerce Manager to join our fast-growing team. With these plans to grow an opportunity has come for a E-commerce Manager to come on board to optimise the website to help achieve a YoY growth. Salary up to £60,000. Office work in our London HQ. Fashion brand WHO ARE WE? We are a fashion company who supports ethical and sustainable fashion. Our goal is to provide stylish, high-quality stylish clothing for women and men. With loyalty programme and perks…",45000,60000,permanent,2025-03-24T16:23:12Z,https://www.adzuna.co.uk/jobs/details/5108910184?utm_medium=api&utm_source=e1ad5111,"PR, Advertising & Marketing Jobs",e-commerce
E-Commerce Executive,Major Recruitment North West Perms,"Blackpool Airport, Blackpool","E-Commerce Executive Location: Blackpool Salary: £30,000  excellent bonuses after a qualifying period Are you a driven and detail-focused e-commerce professional, ready to take ownership of key online marketplaces? Looking for a hands-on role with real growth potential in a fast-moving business? The Role This is a varied, fast-paced position where you will play a key role in scaling online sales across multiple regions. Your focus will be on Amazon Europe and helping to develop strategy and per…",35783.05,35783.05,,2025-04-04T13:16:53Z,https://www.adzuna.co.uk/jobs/details/5129214702?utm_medium=api&utm_source=e1ad5111,IT Jobs,e-commerce
E-Commerce Executive,Lloyd Recruitment - East Grinstead,"Pound Hill, Crawley","E-Commerce Executive Location: Crawley, West Sussex Salary: Up to £35,000 per annum, depending on experience Job Type: Full-time, Office-based, Monday to Friday Lloyd Recruitment Services are looking for an enthusiastic E-Commerce Executive to join our growing team. This is an exciting opportunity to take charge of a range of E-Commerce activities and play a key role in driving online sales growth. Role Overview In this role, you'll be managing and overseeing all aspects of online sales platfor…",32000,35000,,2025-04-03T21:11:54Z,https://www.adzuna.co.uk/jobs/details/5127831867?utm_medium=api&utm_source=e1ad5111,Sales Jobs,e-commerce
E-Commerce Executive,Lloyd Recruitment Services Ltd,"Crawley, West Sussex","E-Commerce Executive Location: Crawley, West Sussex Salary: Up to £35,000 per annum, depending on experience Job Type: Full-time, Office-based, Monday to Friday Lloyd Recruitment Services are looking for an enthusiastic E-Commerce Executive to join our growing team. This is an exciting opportunity to take charge of a range of E-Commerce activities and play a key role in driving online sales growth. Role Overview In this role, you'll be managing and overseeing all aspects of online sales platfor…",32000,35000,permanent,2025-04-03T23:51:47Z,https://www.adzuna.co.uk/jobs/details/5128133733?utm_medium=api&utm_source=e1ad5111,Sales Jobs,e-commerce
E-Commerce Manager,Thomson Reuters,"London, UK","E-Commerce Manager ​ We are looking for an E-Commerce Manager who can help us shape the future in our digital transformation. We want a leader who demonstrates a passion for not only our customers, but also innovation. We want an entrepreneur who likes working backward from the customer and tackling complex ambiguous problems. Through your work in Global Print, you’ll ensure customers find products and services that meet their needs and then seamlessly and easily purchase those items online . A…",67671.11,67671.11,,2025-03-24T11:49:55Z,https://www.adzuna.co.uk/jobs/details/5108703962?utm_medium=api&utm_source=e1ad5111,"PR, Advertising & Marketing Jobs",e-commerce
Head of E-Commerce,phs Group,"Barnsley, South Yorkshire","About The Role Head of E-Commerce Barnsley Competitive salary and bonus scheme Full time permanent Monday to Friday (no weekends) Do you have experience in E-Commerce Management and Digital Trading? Are you analytically minded with experience of managing ecommerce websites. Do you have team management and Agile Project Management experience? Are you keen to join a market leading company? If you have answered Yes, then we have great news for you We are looking for an experiencedHead of E-Commerc…",46698.38,46698.38,permanent,2025-04-12T06:28:30Z,https://www.adzuna.co.uk/jobs/details/5141741040?utm_medium=api&utm_source=e1ad5111,IT Jobs,e-commerce
Head of E-Commerce,phs Group,"Grimethorpe, Barnsley","About The Role Head of E-Commerce Barnsley Competitive salary and bonus scheme Full time permanent Monday to Friday (no weekends) Do you have experience in E-Commerce Management and Digital Trading? Are you analytically minded with experience of managing ecommerce websites. Do you have team management and Agile Project Management experience? Are you keen to join a market leading company? If you have answered Yes, then we have great news for you We are looking for an experiencedHead of E-Commerc…",44520.75,44520.75,permanent,2025-04-12T02:07:16Z,https://www.adzuna.co.uk/jobs/details/5141517708?utm_medium=api&utm_source=e1ad5111,IT Jobs,e-commerce
E-Commerce Consultant,Reed,"Halesowen, West Midlands","E-Commerce (PPC) Location: Halesowen, Birmingham Job Type: Full-time Hours: Monday-Friday, 09:00-17:00 100% office based role Join the my client as an E-Commerce Executive and play a pivotal role in growing our portfolio of world-renowned equipment brands through our established Amazon business. This position offers a dynamic work environment and the opportunity to work with leading brands in the music industry. Day-to-day of the role: Manage, optimise, and market our Amazon platform, ensuring …",28000,33000,permanent,2025-04-16T19:21:01Z,https://www.adzuna.co.uk/jobs/details/5147888832?utm_medium=api&utm_source=e1ad5111,IT Jobs,e-commerce
E-Commerce Accountant,Hays Specialist Recruitment Limited,UK,"Your new company A world leading manufacturer of an iconic product - a thriving growing business based in Bridgend. A very exciting time to join Your new role A challenging and varied accounting role specific to their e-commerce activities - mainly across Amazon and Shopify.Manage e-commerce financials Reconcile transactions and payment gateways Manage cash flow and working capital Collaborate with operational teams What you'll need to succeed Part Qualified(ACA, ACCA, CIMA) or strong QBE or Qu…",40000,50000,permanent,2025-03-28T20:29:52Z,https://www.adzuna.co.uk/jobs/details/5116672199?utm_medium=api&utm_source=e1ad5111,Accounting & Finance Jobs,e-commerce
Head of E-Commerce,PHS Group,"Grimethorpe, Barnsley","Head of E-Commerce Barnsley Competitive salary and bonus scheme Full time permanent – Monday to Friday (no weekends) Minimum of 3 days a week in the office Do you have experience in E-Commerce Management and Digital Trading? Are you analytically minded with experience of managing ecommerce websites. Do you have team management and Agile Project Management experience? Are you keen to join a market leading company? If you have answered ‘Yes’, then we have great news for you We are looking for an …",44317.24,44317.24,permanent,2025-03-21T12:11:10Z,https://www.adzuna.co.uk/jobs/details/5104467685?utm_medium=api&utm_source=e1ad5111,IT Jobs,e-commerce
E-Commerce Assistant,THYME,"Gloucestershire, South West England","Thyme is a restored Cotswold manor and farm. It is a family story where a passion for the land, food and entertaining merges with a love of local heritage, beauty and conservation. We took time to make Thyme. Working with the historic buildings and the land that surrounds them, we have created a thoughtful place with love and attention lavished on every detail. We hope you will experience a real connection to the land, the seasons and to nature, and we invite you to rest, relax and enjoy this E…",0,30160,,2025-04-10T15:55:20Z,https://www.adzuna.co.uk/jobs/details/5138825147?utm_medium=api&utm_source=e1ad5111,Retail Jobs,e-commerce
e-Commerce Executive,Castore,"Hulme, Manchester","Castore exists for one single reason – to make athletes better. Our ethos is built upon the philosophy of BETTER NEVER STOPS, an ideal deeply infused in our DNA and something we strive to live every single day. We utilise advanced engineering and unique technical fabrics to create the highest quality sportswear in the world for athletes who demand the very best. Designed with a passion for innovation with specialist features to help to optimise athletic performance in all conditions. The founde…",34043.4,34043.4,,2025-04-09T06:36:15Z,https://www.adzuna.co.uk/jobs/details/5136797273?utm_medium=api&utm_source=e1ad5111,"PR, Advertising & Marketing Jobs",e-commerce
e-Commerce Executive,Castore,"Leeds, West Yorkshire","Castore exists for one single reason – to make athletes better. Our ethos is built upon the philosophy of BETTER NEVER STOPS, an ideal deeply infused in our DNA and something we strive to live every single day. We utilise advanced engineering and unique technical fabrics to create the highest quality sportswear in the world for athletes who demand the very best. Designed with a passion for innovation with specialist features to help to optimise athletic performance in all conditions. The founde…",33963.4,33963.4,,2025-04-16T00:40:34Z,https://www.adzuna.co.uk/jobs/details/5146609328?utm_medium=api&utm_source=e1ad5111,"PR, Advertising & Marketing Jobs",e-commerce
E-Commerce Assistant,MBP,"Lyng, West Bromwich","MBP Door Solutions is the largest independent stockist of fire and non-fire doors in the UK. Founded in 1991, the company’s success is built on providing market-leading door solutions for its customers through its seven regional distribution branches and its responsive manufacturing capabilities. We provide standard and bespoke doors, pre-hung doorsets, door kits, timber screens, and fire, smoke and acoustic door sealing products to house builders, contractors, developers, builder’s merchants, …",28000,30000,contract,2025-04-04T21:21:04Z,https://www.adzuna.co.uk/jobs/details/5129902855?utm_medium=api&utm_source=e1ad5111,"PR, Advertising & Marketing Jobs",e-commerce
E-Commerce Specialist,Autoglym,"Letchworth Garden City, Hertfordshire","Are you looking to work for a premium iconic market leading brand? Do you have a passion for ecommerce platforms and marketplaces? Whether early in your career journey or experienced in supporting e-commerce growth and your answer is Yes, then Autoglym have the opportunity you've been waiting for… Due to significant growth and continued future expansion, Autoglym are now recruiting for an E-commerce Specialist to join our sales team. This brand-new role is a full time, permanent position, offer…",36234.83,36234.83,permanent,2025-03-26T22:57:46Z,https://www.adzuna.co.uk/jobs/details/5112757872?utm_medium=api&utm_source=e1ad5111,"PR, Advertising & Marketing Jobs",e-commerce
E-Commerce Specialist,Auto Glym,"Letchworth Garden City, Hertfordshire","Are you looking to work for a premium iconic market leading brand? Do you have a passion for ecommerce platforms and marketplaces? Whether early in your career journey or experienced in supporting e-commerce growth and your answer is Yes, then Autoglym have the opportunity you’ve been waiting for… Due to significant growth and continued future expansion, Autoglym are now recruiting for an E-commerce Specialist to join our sales team. This brand-new role is a full time, permanent position, offer…",42149.39,42149.39,permanent,2025-03-26T19:52:54Z,https://www.adzuna.co.uk/jobs/details/5112695367?utm_medium=api&utm_source=e1ad5111,"PR, Advertising & Marketing Jobs",e-commerce
E-Commerce Specialist,Autoglym,"Clothall Common, Baldock","Are you looking to work for a premium iconic market leading brand? Do you have a passion for ecommerce platforms and marketplaces? Whether early in your career journey or experienced in supporting e-commerce growth and your answer is Yes, then Autoglym have the opportunity you've been waiting for… Due to significant growth and continued future expansion, Autoglym are now recruiting for an E-commerce Specialist to join our sales team. This brand-new role is a full time, permanent position, offer…",37058.82,37058.82,permanent,2025-03-26T16:18:50Z,https://www.adzuna.co.uk/jobs/details/5112261469?utm_medium=api&utm_source=e1ad5111,"PR, Advertising & Marketing Jobs",e-commerce
E-commerce Manager,Pertemps Glasgow,"Edinburgh, Scotland","Are you an E-commerce Manager looking for a new role? Our client is looking for a marketing professional to join their team, As the E-commerce Manager you will be responsible for managing the day-to-day performance of all digital platforms and marketplaces, ensuring the achievement of annual targets in terms of revenue and KPIs. What will I be doing? Trading & Performance Manage the day to day sales performance of all digital platforms and marketplaces Manage day to day eCommerce Merchandising …",40000,45000,,2025-04-01T17:21:31Z,https://www.adzuna.co.uk/jobs/details/5121801995?utm_medium=api&utm_source=e1ad5111,"PR, Advertising & Marketing Jobs",e-commerce
E-commerce Manager,Pertemps Glasgow,"Edinburgh, Scotland","Are you an E-commerce Manager looking for a new role? Our client is looking for a marketing professional to join their team, As the E-commerce Manager you will be responsible for managing the day-to-day performance of all digital platforms and marketplaces, ensuring the achievement of annual targets in terms of revenue and KPIs. What will I be doing? Trading & Performance Manage the day to day sales performance of all digital platforms and marketplaces Manage day to day eCommerce Merchandising …",40000,45000,,2025-04-01T17:21:34Z,https://www.adzuna.co.uk/jobs/details/5121802021?utm_medium=api&utm_source=e1ad5111,"PR, Advertising & Marketing Jobs",e-commerce
E Commerce Executive,Brighton and Hove Albion Football Club,"Brighton, East Sussex","Job Title: E-Commerce Executive Salary: £27,000 - £29,000 per annum Location: American Express Stadium, Brighton, BN1 9BL Job Type: Full - Time, Permanent (35 hours per week, plus 5 home matchdays each season) Deadline Day: 2nd April 2025 About Brighton & Hove Albion FC We compete at the highest levels of football on a global stage while embracing our Sussex community spirit. At the heart of everything we do is our commitment to high performance, professional excellence, and making a positive i…",28000,28000,permanent,2025-03-20T02:59:39Z,https://www.adzuna.co.uk/jobs/details/5101972120?utm_medium=api&utm_source=e1ad5111,Retail Jobs,e-commerce
E Commerce Executive,Brighton and Hove Albion Football Club,"Falmer, Brighton","Job Title: E-Commerce Executive Salary: £27,000 - £29,000 per annum Location: American Express Stadium, Brighton, BN1 9BL Job Type: Full - Time, Permanent (35 hours per week, plus 5 home matchdays each season) Deadline Day: 2nd April 2025 About Brighton & Hove Albion FC We compete at the highest levels of football on a global stage while embracing our Sussex community spirit. At the heart of everything we do is our commitment to high performance, professional excellence, and making a positive i…",28000,28000,permanent,2025-03-25T08:05:42Z,https://www.adzuna.co.uk/jobs/details/5109785569?utm_medium=api&utm_source=e1ad5111,Retail Jobs,e-commerce
