title,company,location,description,salary_min,salary_max,contract_type,created,redirect_url,category,specialty
Tax Associate Director,Forvis Mazars,"Humberstone, Leicester","Forvis Mazars is an engine for rapid and consistent career progression, offering individually designed career paths so you can grow within a culture that helps you pursue your interests. We match your changing needs with hybrid working, and help you explore your true potential in an environment where you belong . We work with diverse, prestigious clients across a range of sectors and geographies, giving you the opportunity to make an impact and continue to grow your skills for lifelong professi…",64230.8,64230.8,,2025-03-19T17:03:28Z,https://www.adzuna.co.uk/jobs/land/ad/5101397054?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=9492EC851391BE1A20EB8F3B9B7A41698D90FC7F,Accounting & Finance Jobs,director
Tax Associate Director,Forvis Mazars,"Crownhill, Milton Keynes","Forvis Mazars is an engine for rapid and consistent career progression, offering individually designed career paths so you can grow within a culture that helps you pursue your interests. We match your changing needs with hybrid working, and help you explore your true potential in an environment where you belong . We work with diverse, prestigious clients across a range of sectors and geographies, giving you the opportunity to make an impact and continue to grow your skills for lifelong professi…",63049.52,63049.52,,2025-03-19T17:03:28Z,https://www.adzuna.co.uk/jobs/land/ad/5101397052?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=E129C76F6B840E7DBEC1247F1BD603E54EF3C492,Accounting & Finance Jobs,director
Tax Associate Director,Forvis Mazars,"Holbeck, Leeds","Forvis Mazars is an engine for rapid and consistent career progression, offering individually designed career paths so you can grow within a culture that helps you pursue your interests. We match your changing needs with hybrid working, and help you explore your true potential in an environment where you belong . We work with diverse, prestigious clients across a range of sectors and geographies, giving you the opportunity to make an impact and continue to grow your skills for lifelong professi…",54081.31,54081.31,,2025-03-19T10:39:24Z,https://www.adzuna.co.uk/jobs/land/ad/5100728571?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=D6E6117F113E81A06EBED46289BFE82FEE3D4392,Accounting & Finance Jobs,director
Transaction Tax Director,Forvis Mazars,"London, UK","Forvis Mazars is an engine for rapid and consistent career progression, offering individually designed career paths that help you pursue your interests, match your changing needs, and explore your true potential. We work with diverse, prestigious clients across a range of sectors and geographies, giving you the opportunity to constantly update and grow your skills for lifelong professional development. There are currently opportunities arising as part of our continued expansion of the transacti…",58944.7,58944.7,,2025-02-11T13:13:44Z,https://www.adzuna.co.uk/jobs/land/ad/5046059061?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=CB74AD0F21571A82BB59E0591A24FDEC17C409F7,Accounting & Finance Jobs,director
Senior Director – Infrastructure Solutions Software,ARM,"Ashley Down, Bristol","We are seeking an experienced and innovative Senior Director of Software Engineering to lead our Infrastructure Solutions Software development team. As a key leader, you will lead the full development and delivery life cycle of low level (firmware, OS and middleware) software to build server and networking solutions that operate within the Infrastructure (Cloud/Data Centre, Telco/Enterprise Networking) ecosystem. The ideal candidate will have a deep technical background in Infrastructure and/or…",77386.3,77386.3,,2025-04-14T03:12:03Z,https://www.adzuna.co.uk/jobs/land/ad/5143735128?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=F5365D5695B2B5A7FD4A752FCA33625E0E44C56F,IT Jobs,director
Senior Director – Infrastructure Solutions Software,ARM,"Chesterton, Cambridge","We are seeking an experienced and innovative Senior Director of Software Engineering to lead our Infrastructure Solutions Software development team. As a key leader, you will lead the full development and delivery life cycle of low level (firmware, OS and middleware) software to build server and networking solutions that operate within the Infrastructure (Cloud/Data Centre, Telco/Enterprise Networking) ecosystem. The ideal candidate will have a deep technical background in Infrastructure and/or…",85473.92,85473.92,,2025-04-14T03:12:03Z,https://www.adzuna.co.uk/jobs/land/ad/5143735137?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=B3815FDC5477CC6C1176D6D73AA4337948068C42,IT Jobs,director
Corporate Tax Associate Director,RSM UK,"Hanley, Stoke-On-Trent","As one of the world's largest networks of audit, tax and consulting firms, RSM delivers big ideas and premium service to help middle-market businesses thrive. We are a fast-growing firm with big ambitions  we have a clear goal to become the premium adviser to the middle market, globally. This vision touches everything we do, motivating and inspiring us to become better every day. If you are looking for a firm where you can build a future and make an impact, then RSM is the place for you. Make a…",89736.64,89736.64,,2025-03-06T10:39:33Z,https://www.adzuna.co.uk/jobs/land/ad/5078882629?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=E0E03F02F987705B37B773FAC7A7E7803CD3B4D7,Accounting & Finance Jobs,director
Director of Major Infrastructure Delivery,HAYS,"Woking, Surrey","Director of Major Infrastructure Delivery -Woking/Reigate/Hybrid - £950 per day - Inside IR35 - 1 year contrac Your new company You will be working for Surrey County Council. At Surrey, they are working hard to make the County a uniquely special place where everyone has a great start in life, people live healthy and fulfilling lives, are enabled to achieve their full potential and contribute to their community, and no one is left behind. The infrastructure we design and build needs to contribut…",247000,247000,contract,2025-03-20T23:14:28Z,https://www.adzuna.co.uk/jobs/land/ad/5103597641?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=C9ADA6E65E28D2F133017B5280350B4145CF77FB,Consultancy Jobs,director
Project Manager - Director Level,HAYS,"Cambridge, Cambridgeshire","Project Management - Director Level Your new company This is a global, award-winning multidisciplinary company, looking for their next Director level Project Manager. With the office based in central Cambridge, clients are based mainly across Cambridgeshire and the East of England, with multiple offices across the UK. As the new Director within the Project Management team, you'll be joining an experienced and excellent team of professionals in multiple and diverse sectors, including industrial …",55920.08,55920.08,,2024-10-06T11:35:34Z,https://www.adzuna.co.uk/jobs/land/ad/4891048205?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=1C8A0C01DF3221C51996B3695E7F9DC02C77C417,"PR, Advertising & Marketing Jobs",director
Associate Director - Project Manager,HAYS,"Cambridgeshire, Eastern England","Associate Director - Project Manager | Cambridgeshire | ££ Your new company This is a leading and innovative construction and property consultancy , based in Cambridgeshire, covering, and working on a diverse range of multi-faceted projects in healthcare, education, life-sciences, charity, and other various sectors. With projects ranging from £5 - £10 million across Cambridgeshire and London, this is an exciting opportunity to join an experienced team of professionals, with technical thinking a…",65000,75000,,2024-09-06T10:16:29Z,https://www.adzuna.co.uk/jobs/land/ad/4854159758?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=63D8CA9714B56839CCF07ED07839397AEF4956B0,Trade & Construction Jobs,director
Project Manager (Senior - Director),HAYS,"Cambridge, Cambridgeshire","Project Manager (Up to Director) Your new company Hays are delighted to be working with an energetic, dynamic and growing project management consultancy based in Cambridge. This company has an incredibly diverse and exciting portfolio of projects, keeping the clients at the heart of everything they do, they have formed long-standing client partnerships. They work in Healthcare, Education, Residential, Arts, Heritage, Research Facilities and Commercial. Due to huge success within the team and co…",58182.46,58182.46,,2024-11-08T13:05:48Z,https://www.adzuna.co.uk/jobs/land/ad/4931386219?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=298C0067BC80100887F7435FA40B885AB077B644,Trade & Construction Jobs,director
Audit Associate Director / Director,Hays Accountancy and Finance,"Cardiff, Cardiff County",Your new company I am seeking an Audit Associate Director or Director for an exciting top 35 practice based in Cardiff. This role will look to build your own team and develop a successful Audit culture in Wales. This role is a really exciting prospect for someone who wants to become a partner. The firm boasts an established client base and a significant Audit team already. Your new role Client Management: Manage a diverse portfolio of audit clients with turnovers ranging from £1m to £100m. Team…,93247.38,93247.38,permanent,2025-04-18T09:12:22Z,https://www.adzuna.co.uk/jobs/land/ad/5151275485?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=E976A2BB015C887A39684E40C2CCAA4FF4725AB1,Accounting & Finance Jobs,director
"Safety Director, DB Cargo UK",Berwick Partners,"Northamptonshire, East Midlands","About DB Cargo DB Cargo UK, headquartered in Doncaster, is the leading UK rail freight operator and part of the DB Cargo Group, which generated €4.1 billion in revenue with 30,000 employees across 17 national companies in FY2023. The company provides safe, sustainable and innovative logistics solutions, connecting supply chains to domestic and European markets. Serving a diverse customer base, DB Cargo UK operates from over 130 UK locations with c2,000 employees. The business delivers construct…",57105.56,57105.56,,2025-03-20T18:05:10Z,https://www.adzuna.co.uk/jobs/land/ad/5103187816?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=1522D1BF1A61C300B5ECEB48F570C7AAF8D0216C,Scientific & QA Jobs,director
Technical Director,MorePeople,"Chichester, West Sussex","Are you a Technical Director or Head of Technical in the fresh produce industry looking for your next challenge? If you thrive in a fast-paced, multi-site environment and have a passion for food safety, quality, innovation, and sustainability, we want to hear from you About the Business We are exclusively partnered with a leading multi-site fresh produce packer, supplying all the major UK retailers. With a strong reputation in the industry, this business is committed to delivering high-quality …",66549,66549,permanent,2025-04-04T13:36:40Z,https://www.adzuna.co.uk/jobs/details/5129242521?utm_medium=api&utm_source=e1ad5111,Consultancy Jobs,director
Technical Director,Vistry Group,"Peterborough, Eastern England","In a Nutshell We have a new opportunity for a Technical Director to join our team within Vistry East Anglia, at our Peterborough office. As our Technical Director, you will be required to manage the Technical team and head up the Technical Department to ensure that they fulfil contracts safely, on time, and to the required quality while minimising costs. The Technical Director will have full responsibility and control of the Regional Technical department. They will control the complete design p…",69489.08,69489.08,permanent,2025-04-01T17:08:28Z,https://www.adzuna.co.uk/jobs/details/5121751359?utm_medium=api&utm_source=e1ad5111,Trade & Construction Jobs,director
Partnerships Tax Director,BDO UK LLP,"London, UK","We’ll help you succeed We are looking for someone who is willing to get involved, and who is keen to learn and develop - the team will support you in gaining market knowledge, skills, and technical expertise to help build your career. At BDO we are proud of our Workable hybrid working framework - we have core team days, and an expectation that team members will be at our Baker Street hub for at least 2 days a week, but otherwise you will have substantial freedom to plan your balance of time in …",50090.12,50090.12,permanent,2025-04-07T17:58:28Z,https://www.adzuna.co.uk/jobs/land/ad/5133690156?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=FEE9A590835F1F0C8A9F309BCC23677663A1FBB3,Accounting & Finance Jobs,director
Director of Faculty,Brockenhurst College,"Brockenhurst, Hampshire","Here at Brockenhurst College, we are looking to recruit an Director of Faculty on a full-time, permanent basis . In return,you will receive a competitive salary of £57,250 - £60,383 per annum. We are a high-achieving college who attract around 2,800 sixth form students across the region each year. We are based within the stunning New Forest National Park and offer our students a huge range of courses and superb facilities. The Role: To provide effective strategic leadership of the Faculty, mana…",60000,60000,permanent,2025-03-20T11:34:59Z,https://www.adzuna.co.uk/jobs/details/5102409251?utm_medium=api&utm_source=e1ad5111,Teaching Jobs,director
Corporate Tax Manager or Director,HAYS,"Eastern England, UK","Corporate Tax Manager or Director job, various locations, with hybrid and flexible working Corporate Tax Manager or Director is required by a highly respected chartered accountants, tax and business advisers, who work in partnership with clients ranging from entrepreneurs and individuals to multinational corporations. As Corporate Tax Manager, you will work with a variety of clients and sectors, mostly in the OMB space, and will be delivering a combination of advisory and compliance work. For t…",65737.19,65737.19,,2025-03-20T23:14:34Z,https://www.adzuna.co.uk/jobs/land/ad/5103597750?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=4B4B55F38093303980BE7D198EE125F0F43429C8,Accounting & Finance Jobs,director
Corporate Tax Manager or Director,HAYS,"London, UK","Corporate Tax Consulting Manager or Director with Big 4 firm. Cambridge or London Hays are working in partnership with one of the Big 4 firms, to assist them in appointing a Corporate Tax Consulting Manager, Senior Manager or Director Cambridge or London (Hybrid). The work is cutting edge tax advice; it is technically demanding and creative, and offers opportunities to work on major corporate transactions and international projects. As a Senior Manager, you will relish the technical challenges …",82554.56,82554.56,,2024-09-30T13:56:42Z,https://www.adzuna.co.uk/jobs/land/ad/4882058608?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=A1166506DB8A499746B17B2EEDC81D0E0A4F3ED3,Accounting & Finance Jobs,director
Commercial Director,Gregory Walker Associates Ltd,"Haverfordwest, Pembrokeshire","Commercial Director Food Manufacturing Location: Wales (Hybrid/Flexible) Salary: £85,000 - £90,000  benefits Ref: SJ/2047 We are delighted to be partnering with a dynamic and ambitious food manufacturing business based in Wales, currently seeking a high-calibre Commercial Director to join their senior leadership team. This is a pivotal role within a growing company that, while entrepreneurial and fast-paced at a local level, is backed by the strength and resources of a leading pan-European food…",90000,90000,permanent,2025-04-13T09:51:06Z,https://www.adzuna.co.uk/jobs/details/5143098789?utm_medium=api&utm_source=e1ad5111,Manufacturing Jobs,director
Funeral Director,Dignity Funerals Limited,"Cookridge, Leeds","Position: Funeral Director Location: Cookridge/Leeds, Wormalds Funeral Directors Job Type: Full-Time, Permanent Salary: £29,638.29 per annum We're looking for an experienced and compassionate individual to join our team as a Funeral Director at Wormalds Funeral Directors - Leeds. You'll oversee funeral operations and ensure every service is delivered to the highest standard, while supporting families through one of life's most challenging moments. As a representative of both the local brand and…",33320.43,33320.43,permanent,2025-04-17T09:59:14Z,https://www.adzuna.co.uk/jobs/details/5149191174?utm_medium=api&utm_source=e1ad5111,Social work Jobs,director
Funeral Director,Dignity Funerals Limited,"St. Johns, Crowborough","Position: Funeral Director Location: Paul Bysouth & Son Funeral Directors, Crowborough Job Type: Full Time, Permanent Salary: £28,920.75 per annum (£14.51 per hour) We're looking for an experienced and compassionate individual to join our team as a Funeral Director. You'll oversee funeral operations and ensure every service is delivered to the highest standard, while supporting families through one of life's most challenging moments. As a representative of both the local brand and the wider Dig…",34020.65,34020.65,permanent,2025-04-10T13:54:27Z,https://www.adzuna.co.uk/jobs/details/5138699564?utm_medium=api&utm_source=e1ad5111,Social work Jobs,director
Funeral Director,Dignity Funerals Limited,"Clothall Common, Baldock","Funeral Director 40 Hours per week Location: E.H Crouch Funeral Directors, Baldock Salary: £30,180.80 per annum (£14.51 per hour) Join us in ensuring every goodbye is dignified and meaningful. WorkingWithDignity DignifiedCareers Our Funeral Director's represent our Funeral Brands and Company. They're a pillar of their local communities providing compassionate support to bereaved families as well as managing the logistical aspects of funeral arrangements. This rewarding role requires a balance o…",32242.68,32242.68,permanent,2025-04-03T09:15:47Z,https://www.adzuna.co.uk/jobs/details/5126032167?utm_medium=api&utm_source=e1ad5111,Healthcare & Nursing Jobs,director
Funeral Director,Dignity Funerals Limited,"Botley, Oxford","Funeral Director 38.33 hours per week Location: Oliver and James, Botley and Abingdon Salary: £28,920.75 per annum (£14.51 per hour) Join us in ensuring every goodbye is dignified and meaningful. WorkingWithDignity DignifiedCareers Our Funeral Director's represent our Funeral Brands and Company. They're a pillar of their local communities providing compassionate support to bereaved families as well as managing the logistical aspects of funeral arrangements. This rewarding role requires a balanc…",27621.11,27621.11,permanent,2025-04-02T13:21:13Z,https://www.adzuna.co.uk/jobs/details/5124073120?utm_medium=api&utm_source=e1ad5111,Healthcare & Nursing Jobs,director
Finance Director,4c Executive,"Belfast, Northern Ireland","4c is partnering with NOW Group for the appointment of a Finance Director to lead the organisations strategic financial management and compliance across two jurisdictions (Northern Ireland and Republic of Ireland) ensuring it aligns with the organisation's overall strategy. This newly created role will afford an exciting opportunity for a driven, experienced and commercially astute individual to support NOW Group as they aim to deliver on the organisations five year strategic growth plan expand…",75000,75000,,2025-04-08T01:25:54Z,https://www.adzuna.co.uk/jobs/land/ad/5134536464?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=3A50DA3FD1445BC9D998A5758DFF2EA165F4833B,Accounting & Finance Jobs,director
Associate Director,HAYS Specialist Recruitment,"Belfast, Northern Ireland","Your new company Hays are currently recruiting for an Associate Director to be based in Belfast, Northern Ireland. We are working in partnership with a world-leading global design, engineering and project management organisation dedicated to engineering a better future for everyone. The focus of the company is on designing better futures for the environments and communities we live client is committed to delivering end to end services to their clients across the whole life cycle of projects fro…",65000,65000,permanent,2025-04-03T07:12:36Z,https://www.adzuna.co.uk/jobs/land/ad/5125971050?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=EC63A284D8762A526F1DA34FC41230AC9D68B0AF,Trade & Construction Jobs,director
Associate Director,HAYS Specialist Recruitment,"Belfast, Northern Ireland","Your new company We are working in partnership with a leading civil and structural engineering consultancy based in Belfast. They specialise in providing end-to-end services, including civil and structural design, project management, and procurement services. Their clients include public and private sector organisations such as transportation authorities, utility companies, and environmental agencies. You will have the opportunity to work on a variety of exciting projects, including structural …",65000,65000,permanent,2025-04-03T13:12:31Z,https://www.adzuna.co.uk/jobs/land/ad/5126215313?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=A2B86BFCBEBD0A07CC8B855CC60BF2F42A3E4897,Engineering Jobs,director
Finance Director,Include Youth,"Belfast, Northern Ireland","Job title - Finance Director (PT) Responsible to -Chief Executive Officer (CEO) Salary -£50,567 - £53,727 pro rata, per annum Working week -14 Hours per week Job Purpose The Finance Director will oversee all financial aspects of the charity, ensuring the financial health and sustainability of the organization. This role involves strategic planning, financial management, and reporting to support the charity's purpose. General The key responsibilities above give a broad outline of the functions o…",50000,50000,,2025-04-17T22:48:39Z,https://www.adzuna.co.uk/jobs/land/ad/5150627358?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=D625A8833CA561675D883CD39037966DD8684ADB,Accounting & Finance Jobs,director
Spa Director,Platinum Recruitment Consultancy,"Sunningdale, Ascot","Role: Spa Director Location: Ascot Salary / Rate of pay: £65,000 per annum Platinum Recruitment is working in partnership with a popular hotel in Ascot, and we have a fantastic opportunity for a Spa Director to join their team. What's in it for you? Take a look at some of the perks on offer: Complimentary stays 50% off at bars and restaurants within the group Free Meals on Duty Social events throughout t ADZN1_UKCT",65000,65000,,2025-03-28T20:13:33Z,https://www.adzuna.co.uk/jobs/land/ad/5116635982?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=2087F17A887F2F5FA860F179CFD3DFC3EE402523,Hospitality & Catering Jobs,director
Director of Catering,Holroyd Howe,"Eastbourne, East Sussex","Company Description Title: Director of Catering Location: Eastbourne College and St Andrews Prep, East Sussex Salary: Up to £60,000 per annum  benefits Benefits: 28 days holiday including bank holidays 3 volunteering days 3 days grandparent leave 24 weeks enhanced maternity leave Bespoke training and development opportunities Pension and life insurance Discounts via our Perkbox app (high street shops, h ADZN1_UKCT",60000,60000,contract,2025-04-14T22:04:55Z,https://www.adzuna.co.uk/jobs/land/ad/5144717073?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=490B0C1C49E90325740128D98F1D09214E46E874,Hospitality & Catering Jobs,director
Director of Spa,The Belfry,"Wishaw, Sutton Coldfield","The Belfry Hotel & Resort is an award-winning hotel, home to 300 luxurious bedrooms and suites, several restaurants and bars, events and meetings spaces, a leisure club and spa. Our three golf courses, including The Brabazon, are recognised as world-class, and home to this years Betfred British Masters. Whether you're drawn to our iconic golf courses, the serenity of the spa, the excitement of gu ADZN1_UKCT",33508.61,33508.61,,2025-04-17T20:05:01Z,https://www.adzuna.co.uk/jobs/land/ad/5150434746?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=EFA0782C98E7C5C68662A398D32DB6EED662440D,Hospitality & Catering Jobs,director
Structural Engineer progressing to Director,Red Rock Partnership Ltd,"Aylestone, Leicester","Red Rock Partnership are delighted to be working with our prestigious client in Leicester who are looking for Principal/Associate Structural Engineer progressing to Director to join their busy team. About the Business: Our client is a design led, structural and civil engineering practice with a difference. They are a progressive, forward thinking agency with BIM and sustainability at the forefront of solutions. With headquarters in Leicestershire, they operate on a national and international le…",50092.5,50092.5,permanent,2025-04-01T14:50:04Z,https://www.adzuna.co.uk/jobs/land/ad/5121482064?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=C3F834B638F5313EFDC686CA5395F6DECC6E1302,Engineering Jobs,director
Finance Director,Hays Accountancy and Finance,"Birmingham, West Midlands","Your new company A market-leading, national house-builder is recruiting for a Finance Director in one of their key regions. Your new role Supporting a relatively new MD, this autonomous role will lead a small finance team in the full financial planning, analysis, control and reporting for the region. This role will also have strategic and commercial input and will directly impact the financial performance of the region. What you'll need to succeed To be successful in this role you will need to …",63622.13,63622.13,permanent,2025-04-01T06:44:08Z,https://www.adzuna.co.uk/jobs/land/ad/5120841076?se=TF6y7TEe8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=128965110805E718F3758C7ABA275AF7CE35AC36,Accounting & Finance Jobs,director
